127	0	745
127	1	2935
128	2	2350
129	0	1885
129	1	655
130	2	231
131	2	515
132	0	593
132	1	2699
133	2	1838
134	0	2589
134	1	1341
135	2	2476
136	0	390
136	1	84
137	0	747
137	1	2869
138	2	415
139	2	1319
140	0	2437
140	1	2869
141	2	3328
142	2	3154
143	0	2202
143	1	3116
144	0	2941
144	1	172
145	2	914
146	0	2437
146	1	3338
147	2	714
148	2	2803
149	0	3042
149	1	3116
150	2	3030
151	0	523
151	1	2192
152	2	2990
153	2	1015
154	0	3230
154	1	156
155	0	2437
155	1	187
156	0	2437
156	1	3380
157	0	3192
157	1	1456
158	0	525
158	1	1391
159	2	350
160	0	2916
160	1	156
161	0	343
161	1	2699
162	0	2589
162	1	2979
163	2	672
164	0	2950
164	1	156
165	0	697
165	1	3146
166	0	2589
166	1	1565
167	0	190
167	1	2699
168	0	1791
168	1	1084
169	2	69
170	0	2589
170	1	2786
171	2	244
172	0	2437
172	1	1606
173	0	747
173	1	1091
174	0	873
174	1	2116
175	2	3400
176	2	2985
177	0	2357
177	1	156
178	2	830
179	2	2646
180	0	2437
180	1	423
181	2	1217
182	2	874
183	2	1673
184	0	2081
184	1	2192
185	0	525
185	1	2979
186	0	1613
186	1	2716
187	0	3394
187	1	2381
188	0	2053
188	1	156
189	0	2437
189	1	2758
190	0	747
190	1	1157
191	2	996
192	2	3363
193	0	697
193	1	2979
194	0	2588
194	1	84
195	0	2589
195	1	2716
196	2	455
197	2	2796
198	2	2181
199	2	3110
200	0	77
200	1	91
201	2	2248
202	2	3181
203	2	2662
204	0	873
204	1	2716
205	2	2030
206	0	1887
206	1	172
207	2	1349
208	2	733
209	0	3042
209	1	1631
210	2	1250
211	2	447
212	2	2774
213	0	427
213	1	156
214	0	1887
214	1	2192
215	0	2589
215	1	254
216	0	108
216	1	2786
217	2	1600
218	2	1889
219	2	3267
220	0	1885
220	1	1787
221	0	2589
221	1	3228
222	2	3124
223	0	747
223	1	1153
224	2	1630
225	0	2477
225	1	156
226	2	538
227	2	1208
228	0	2554
228	1	84
229	0	1885
229	1	1456
230	0	2941
230	1	328
231	2	2268
232	2	1375
233	0	3192
233	1	2935
234	2	826
235	0	2437
235	1	2519
236	2	1920
237	0	2589
237	1	3380
238	0	873
238	1	1490
239	2	3252
240	2	2267
241	0	2053
241	1	84
242	0	2081
242	1	717
243	0	1885
243	1	717
244	0	2941
244	1	2935
245	2	540
246	0	2589
246	1	187
247	0	1885
247	1	170
248	2	1942
249	2	1601
250	0	697
250	1	2786
251	0	3042
251	1	84
252	0	1980
252	1	84
253	0	3192
253	1	717
254	0	3426
254	1	2699
255	0	629
255	1	3146
256	0	2481
256	1	2786
257	0	525
257	1	1878
258	2	1988
259	0	2941
259	1	655
260	0	2941
260	1	1153
261	2	1078
262	0	747
262	1	1787
263	0	206
263	1	156
264	2	599
265	0	2008
265	1	156
266	0	1390
266	1	2699
267	0	898
267	1	2395
268	2	2641
269	0	3192
269	1	2786
270	2	452
271	2	1082
272	2	3103
273	0	629
273	1	74
274	2	885
275	2	1350
276	2	2011
277	2	1855
278	2	399
279	0	2357
279	1	3116
280	2	2347
281	2	2574
282	0	2437
282	1	1084
283	0	2589
283	1	1654
284	0	2437
284	1	2302
285	2	2318
286	2	1877
287	0	747
287	1	2381
288	2	1684
289	2	2483
290	2	986
291	0	1869
291	1	91
292	2	1209
293	0	525
293	1	1341
294	2	89
295	2	1671
296	2	2719
297	0	964
297	1	84
298	0	867
298	1	655
299	0	3280
299	1	2786
300	0	2916
300	1	328
301	0	343
301	1	2979
302	2	1411
303	2	2797
304	0	2941
304	1	1787
305	0	1869
305	1	2699
306	0	343
306	1	187
307	0	873
307	1	709
308	0	3042
308	1	3146
309	0	1791
309	1	84
310	2	690
311	0	867
311	1	3228
312	0	2437
312	1	1119
313	2	2292
314	2	1875
315	2	2444
316	0	867
316	1	172
317	0	525
317	1	156
318	2	1574
319	0	3041
319	1	84
320	0	2554
320	1	156
321	2	2563
322	2	2408
323	2	2841
324	0	3280
324	1	84
325	0	2588
325	1	156
326	0	2477
326	1	84
327	2	1962
328	0	525
328	1	1490
329	0	1269
329	1	2786
330	0	873
330	1	84
331	2	805
332	0	2589
332	1	1091
333	2	2919
334	0	2481
334	1	655
335	0	747
335	1	328
336	0	3192
336	1	655
337	0	12
337	1	1987
338	2	3198
339	2	812
340	0	2357
340	1	3146
341	0	1879
341	1	84
342	2	1603
343	0	747
343	1	1606
344	0	3036
344	1	2699
345	0	1885
345	1	74
346	2	3321
347	0	343
347	1	2381
348	0	1207
348	1	2786
349	0	745
349	1	2380
350	2	1423
351	2	2576
352	2	2399
353	2	926
354	0	1207
354	1	172
355	2	1521
356	2	3265
357	0	190
357	1	2935
358	2	810
359	2	1306
360	0	2941
360	1	1631
361	2	2355
362	0	2912
362	1	2380
363	0	2437
363	1	1754
364	0	2437
364	1	1812
365	0	2357
365	1	1654
366	2	3015
367	2	3332
368	0	3042
368	1	156
369	2	2861
370	0	3192
370	1	2869
371	2	1241
372	0	2437
372	1	502
373	0	697
373	1	74
374	0	1207
374	1	2192
375	2	2152
376	2	813
377	0	1924
377	1	2395
378	2	633
379	0	1207
379	1	1631
380	0	2589
380	1	1084
381	2	1402
382	0	2437
382	1	386
383	0	2081
383	1	1157
384	0	3192
384	1	3116
385	0	2589
385	1	1812
386	2	2107
387	2	764
388	2	957
389	0	697
389	1	1646
390	0	2941
390	1	1565
391	0	3192
391	1	1646
392	0	2929
392	1	172
393	2	2193
394	0	1885
394	1	1646
395	2	652
396	0	190
396	1	1395
397	0	3280
397	1	1157
398	0	2916
398	1	1631
399	0	2357
399	1	74
400	0	1182
400	1	91
401	0	747
401	1	2288
402	2	741
403	2	3315
404	2	3481
405	2	1550
406	2	2771
407	0	190
407	1	2241
408	0	1924
408	1	2116
409	0	208
409	1	717
410	0	525
410	1	3238
411	2	1825
412	2	1605
413	2	584
414	0	525
414	1	1437
415	0	747
415	1	717
416	0	1129
416	1	172
417	2	1926
418	2	2200
419	2	2512
420	0	898
420	1	709
421	2	2636
422	2	237
423	2	3483
424	0	2437
424	1	3081
425	0	2081
425	1	3338
426	2	1739
427	2	1187
428	0	343
428	1	3146
429	2	1134
430	0	697
430	1	3116
431	2	2915
432	2	2401
433	0	2081
433	1	1341
434	2	1623
435	0	1714
435	1	1654
436	0	3042
436	1	2699
437	2	2790
438	0	2437
438	1	55
439	0	2481
439	1	91
440	2	861
441	0	811
441	1	3116
442	0	525
442	1	2869
443	0	697
443	1	1157
444	0	1207
444	1	2380
445	0	3042
445	1	2282
446	0	3042
446	1	2716
447	2	1314
448	2	2862
449	2	3463
450	0	2437
450	1	282
451	2	30
452	0	3041
452	1	1631
453	0	544
453	1	1153
454	2	1158
455	2	1147
456	0	190
456	1	1631
457	0	1963
457	1	3490
458	2	1823
459	0	1885
459	1	3081
460	0	2941
460	1	2288
461	2	287
462	2	987
463	0	867
463	1	2979
464	0	2481
464	1	1391
465	0	343
465	1	1606
466	2	3417
467	0	427
467	1	84
468	0	2589
468	1	1319
469	2	36
470	0	3394
470	1	1341
471	0	2437
471	1	615
472	0	1714
472	1	2979
473	0	2950
473	1	84
474	0	3042
474	1	2786
475	2	2728
476	2	260
477	2	463
478	0	1849
478	1	2699
479	0	190
479	1	156
480	0	1275
480	1	1631
481	0	2437
481	1	483
482	0	2081
482	1	2935
483	0	343
483	1	3421
484	2	742
485	2	2679
486	0	2941
486	1	254
487	2	1483
488	2	2125
489	2	1722
490	0	827
490	1	1490
491	2	467
492	0	2437
492	1	2288
493	0	629
493	1	3380
494	2	691
495	0	343
495	1	3338
496	2	1418
497	0	3042
497	1	2979
498	2	639
499	0	525
499	1	3421
500	2	1146
501	0	2950
501	1	2380
502	2	789
503	2	3395
504	2	2049
505	2	1245
506	2	3382
507	2	2553
508	2	1029
509	0	1714
509	1	2786
510	0	1887
510	1	91
511	0	2357
511	1	2840
512	0	2477
512	1	3146
513	0	2589
513	1	483
514	0	1390
514	1	1157
515	2	1287
516	2	2860
517	2	3427
518	2	2458
519	0	343
519	1	109
520	0	343
520	1	1858
521	2	460
522	2	1948
523	2	411
524	2	1172
525	0	2770
525	1	1391
526	2	2475
527	2	3469
528	0	343
528	1	3238
529	0	3388
529	1	1646
530	2	2562
531	2	421
532	2	381
533	2	2178
534	0	1613
534	1	1391
535	0	1924
535	1	2716
536	0	3336
536	1	1631
537	0	2950
537	1	1456
538	0	1207
538	1	1456
539	0	1965
539	1	1157
540	0	12
540	1	2869
541	2	2459
542	0	827
542	1	1631
543	0	525
543	1	2752
544	0	747
544	1	1754
545	0	1207
545	1	1157
546	0	2357
546	1	2786
547	2	2228
548	2	2845
549	0	2081
549	1	423
550	2	1734
551	2	646
552	0	2589
552	1	337
553	2	361
554	2	336
555	0	12
555	1	717
556	2	2743
557	2	203
558	0	2202
558	1	1157
559	0	2081
559	1	254
560	0	2481
560	1	1456
561	0	77
561	1	2241
562	2	436
563	0	3042
563	1	2241
564	2	995
565	2	814
566	0	745
566	1	2716
567	2	2336
568	2	1943
569	2	2328
570	2	3256
571	2	750
572	2	2809
573	2	1496
574	2	316
575	2	1062
576	0	697
576	1	2935
577	2	2978
578	0	1869
578	1	1631
579	0	745
579	1	1646
580	0	1791
580	1	2363
581	0	371
581	1	3146
582	2	1125
583	2	965
584	2	1419
585	2	877
586	0	77
586	1	2380
587	2	1512
588	0	390
588	1	2380
589	0	811
589	1	2699
590	2	339
591	0	2289
591	1	84
592	2	902
593	0	1714
593	1	1157
594	0	2941
594	1	2089
595	2	3446
596	2	2115
597	2	2552
598	2	3239
599	0	2437
599	1	3124
600	0	525
600	1	513
601	2	1370
602	0	77
602	1	3361
603	0	1207
603	1	2519
604	0	2941
604	1	3338
605	0	2589
605	1	282
606	2	728
607	0	371
607	1	3116
608	2	1912
609	2	2538
610	2	358
611	2	292
612	2	3088
613	0	77
613	1	1395
614	2	322
615	0	52
615	1	655
616	0	1144
616	1	156
617	0	2437
617	1	3217
618	2	81
619	0	525
619	1	1754
620	0	525
620	1	1565
621	2	2759
622	2	3167
623	0	747
623	1	1878
624	0	343
624	1	3398
625	2	2067
626	0	1714
626	1	74
627	0	1207
627	1	2282
628	0	2357
628	1	717
629	0	3192
629	1	2241
630	0	1869
630	1	1654
631	2	1485
632	2	541
633	0	2437
633	1	1661
634	2	2065
635	2	199
636	2	2290
637	0	2950
637	1	655
638	0	1640
638	1	753
639	0	2941
639	1	2699
640	0	2941
640	1	1091
641	0	2941
641	1	1646
642	0	523
642	1	1456
643	2	809
644	0	2437
644	1	455
645	0	2481
645	1	2935
646	2	1363
647	2	1770
648	0	525
648	1	2241
649	0	525
649	1	3361
650	0	525
650	1	1596
651	0	747
651	1	2302
652	0	2916
652	1	2716
653	0	343
653	1	1426
654	0	3036
654	1	1631
655	0	1714
655	1	91
656	0	2477
656	1	3116
657	2	788
658	0	1534
658	1	1160
659	0	1071
659	1	3116
660	2	2094
661	2	2739
662	2	1905
663	0	371
663	1	74
664	0	1275
664	1	328
665	0	2437
665	1	3077
666	0	648
666	1	156
667	0	525
667	1	502
668	0	697
668	1	2840
669	0	2950
669	1	1631
670	0	1869
670	1	74
671	0	1791
671	1	2089
672	2	1458
673	2	1297
674	0	523
674	1	3146
675	2	395
676	2	3014
677	2	3473
678	0	629
678	1	2935
679	0	525
679	1	1153
680	2	2279
681	0	343
681	1	55
682	2	3211
683	2	434
684	2	2411
685	2	881
686	2	241
687	2	3077
688	0	2437
688	1	312
689	0	1463
689	1	2716
690	0	811
690	1	3146
691	0	2666
691	1	3116
692	2	1500
693	2	611
694	2	23
695	2	1194
696	0	2357
696	1	1565
697	0	2941
697	1	2979
698	0	2941
698	1	1923
699	0	1355
699	1	156
700	0	3192
700	1	1987
701	0	12
701	1	172
702	2	2106
703	2	668
704	2	955
705	0	1275
705	1	2192
706	2	2114
707	2	2843
708	0	1358
708	1	84
709	2	863
710	2	1738
711	0	1486
711	1	109
712	0	1714
712	1	1391
713	0	2357
713	1	1787
714	2	1840
715	2	3205
716	0	12
716	1	91
717	0	12
717	1	3146
718	2	1589
719	0	190
719	1	717
720	0	2202
720	1	1391
721	0	2481
721	1	535
722	2	2499
723	0	525
723	1	755
724	0	1269
724	1	2699
725	0	1269
725	1	1654
726	0	1714
726	1	655
727	0	77
727	1	1157
728	2	3089
729	2	948
730	0	1207
730	1	1787
731	0	2941
731	1	1596
732	2	1060
733	0	2589
733	1	2241
734	2	85
735	2	1366
736	0	190
736	1	1490
737	0	1613
737	1	3081
738	2	2071
739	2	1112
740	0	873
740	1	1391
741	0	1885
741	1	1923
742	2	1356
743	0	2170
743	1	91
744	0	664
744	1	1631
745	2	2455
746	0	756
746	1	84
747	2	1803
748	2	2503
749	2	1758
750	2	116
751	0	2437
751	1	1596
752	2	1830
753	0	525
753	1	659
754	2	40
755	0	747
755	1	3380
756	2	3003
757	0	343
757	1	3158
758	0	1696
758	1	84
759	0	2289
759	1	2302
760	2	3201
761	2	3370
762	2	219
763	0	544
763	1	74
764	0	1885
764	1	674
765	0	2770
765	1	1157
766	0	2589
766	1	2931
767	0	52
767	1	91
768	2	1888
769	0	12
769	1	1091
770	0	12
770	1	1631
771	2	984
772	2	1993
773	2	2225
774	2	1023
775	2	2118
776	0	867
776	1	109
777	0	2081
777	1	2380
778	0	2481
778	1	2716
779	2	1793
780	0	2916
780	1	1654
781	0	343
781	1	1986
782	2	3476
783	2	2108
784	0	77
784	1	655
785	0	1640
785	1	753
786	0	1640
786	1	753
787	0	1887
787	1	1391
788	0	544
788	1	2786
789	0	2867
789	1	84
790	0	1869
790	1	2758
791	0	2589
791	1	55
792	0	3289
792	1	2288
793	2	86
794	2	545
795	2	583
796	0	1924
796	1	3121
797	0	2481
797	1	84
798	0	747
798	1	1319
799	0	2127
799	1	84
800	2	3005
801	2	2066
802	0	873
802	1	2282
803	0	2941
803	1	3361
804	0	1869
804	1	1646
805	2	1763
806	2	2963
807	0	827
807	1	84
808	0	3359
808	1	91
809	2	748
810	0	2437
810	1	1881
811	0	2081
811	1	2979
812	0	2081
812	1	2869
813	2	504
814	0	343
814	1	1600
815	2	2093
816	0	77
816	1	187
817	0	77
817	1	1646
818	0	3388
818	1	187
819	0	1640
819	1	753
820	0	544
820	1	3338
821	0	2357
821	1	1157
822	0	2589
822	1	1100
823	0	2589
823	1	2089
824	0	2589
824	1	1490
825	0	153
825	1	2380
826	2	1252
827	0	52
827	1	2786
828	2	2908
829	2	2069
830	2	1242
831	2	2660
832	2	1040
833	0	1358
833	1	91
834	0	2081
834	1	2282
835	2	2341
836	2	985
837	0	525
837	1	1661
838	0	2916
838	1	2282
839	0	343
839	1	1974
840	2	1743
841	2	1685
842	0	473
842	1	156
843	2	2930
844	2	2744
845	2	977
846	2	397
847	2	2418
848	2	3063
849	2	2755
850	0	1924
850	1	777
851	0	2481
851	1	1565
852	2	1902
853	0	343
853	1	2117
854	0	343
854	1	717
855	2	1338
856	0	2588
856	1	3146
857	2	839
858	2	729
859	2	767
860	2	387
861	0	682
861	1	84
862	2	1307
863	2	280
864	0	1898
864	1	2699
865	0	2637
865	1	156
866	2	1002
867	0	2706
867	1	2380
868	2	1835
869	2	3485
870	2	2874
871	2	2472
872	0	1849
872	1	156
873	0	190
873	1	3121
874	0	1857
874	1	2935
875	0	2386
875	1	84
876	0	3280
876	1	3116
877	2	941
878	0	747
878	1	615
879	0	747
879	1	1233
880	2	1345
881	2	1797
882	0	473
882	1	3116
883	2	568
884	0	697
884	1	1606
885	0	697
885	1	2758
886	2	144
887	0	427
887	1	2192
888	0	873
888	1	3116
889	0	1885
889	1	1157
890	2	1757
891	2	2736
892	0	1534
892	1	2786
893	0	3192
893	1	3081
894	0	3442
894	1	2979
895	2	2265
896	2	2907
897	2	3176
898	0	2589
898	1	436
899	0	2589
899	1	755
900	0	2929
900	1	1391
901	0	1965
901	1	3338
902	2	1083
903	0	2706
903	1	1490
904	2	889
905	2	348
906	2	1774
907	2	1162
908	2	406
909	2	54
910	0	641
910	1	156
911	0	525
911	1	483
912	0	747
912	1	3238
913	0	343
913	1	2288
914	0	343
914	1	2931
915	0	3036
915	1	2395
916	2	899
917	2	1697
918	0	2357
918	1	655
919	0	2357
919	1	1490
920	0	2941
920	1	1986
921	0	2941
921	1	3391
922	0	3192
922	1	3338
923	0	3192
923	1	3361
924	0	3192
924	1	2282
925	2	3429
926	0	2589
926	1	2288
927	0	52
927	1	84
928	0	52
928	1	3361
929	2	1073
930	2	1732
931	0	2321
931	1	1456
932	0	2706
932	1	2395
933	2	2820
934	2	301
935	2	849
936	2	2148
937	0	867
937	1	55
938	0	371
938	1	1787
939	0	1275
939	1	1341
940	2	1491
941	2	1792
942	0	2081
942	1	2302
943	2	2155
944	0	525
944	1	1157
945	0	747
945	1	2344
946	0	1269
946	1	1631
947	0	1527
947	1	1872
948	0	2588
948	1	1153
949	2	982
950	2	876
951	2	1139
952	2	2782
953	0	1714
953	1	1987
954	0	1887
954	1	1631
955	0	2357
955	1	3380
956	2	2304
957	2	1735
958	2	2975
959	2	249
960	0	3192
960	1	109
961	2	3007
962	0	2589
962	1	3158
963	2	518
964	0	154
964	1	84
965	0	1965
965	1	3361
966	0	12
966	1	3158
967	2	1598
968	2	3325
969	2	2243
970	2	1786
971	2	2157
972	2	2460
973	2	1506
974	2	2334
975	0	867
975	1	1974
976	2	3337
977	2	59
978	0	2437
978	1	659
979	0	2202
979	1	1153
980	0	2202
980	1	2869
981	0	629
981	1	2758
982	0	3151
982	1	170
983	2	1278
984	0	525
984	1	1651
985	0	747
985	1	1596
986	0	1527
986	1	2117
987	2	2718
988	2	1322
989	0	343
989	1	423
990	0	343
990	1	2044
991	0	2289
991	1	156
992	0	2289
992	1	2380
993	2	1593
994	2	1583
995	2	478
996	0	1714
996	1	1395
997	0	697
997	1	3361
998	2	1989
999	0	1207
999	1	1654
1000	0	2357
1000	1	1395
1001	0	2357
1001	1	1319
1002	0	3042
1002	1	1395
1003	0	3192
1003	1	187
1004	0	3192
1004	1	1395
1005	2	3412
1006	0	1143
1006	1	84
1007	2	133
1008	2	151
1009	2	1243
1010	2	195
1011	2	182
1012	2	1731
1013	0	1849
1013	1	3116
1014	0	1849
1014	1	1490
1015	2	597
1016	0	867
1016	1	2288
1017	0	371
1017	1	1153
1018	0	177
1018	1	1631
1019	2	400
1020	2	114
1021	0	343
1021	1	1160
1022	0	2588
1022	1	2380
1023	0	697
1023	1	2117
1024	2	1244
1025	2	757
1026	0	2950
1026	1	3116
1027	0	2950
1027	1	1153
1028	0	2941
1028	1	483
1029	0	3192
1029	1	1923
1030	0	1869
1030	1	3228
1031	0	2589
1031	1	2547
1032	0	2589
1032	1	730
1033	0	745
1033	1	2840
1034	2	797
1035	0	3209
1035	1	1456
1036	0	2929
1036	1	2979
1037	2	3202
1038	0	355
1038	1	84
1039	2	2911
1040	0	523
1040	1	2699
1041	2	50
1042	0	3426
1042	1	2241
1043	2	2233
1044	0	867
1044	1	2840
1045	0	371
1045	1	2192
1046	2	62
1047	0	2437
1047	1	2803
1048	0	2202
1048	1	1456
1049	0	2202
1049	1	2786
1050	2	1261
1051	0	811
1051	1	91
1052	0	2539
1052	1	172
1053	0	1369
1053	1	709
1054	2	2592
1055	2	3214
1056	2	897
1057	2	1179
1058	2	1820
1059	2	3456
1060	0	77
1060	1	1456
1061	2	2555
1062	0	873
1062	1	3278
1063	0	2477
1063	1	717
1064	0	2477
1064	1	1631
1065	0	2477
1065	1	2786
1066	0	2941
1066	1	2236
1067	0	2941
1067	1	2730
1068	2	63
1069	0	3488
1069	1	1490
1070	0	2770
1070	1	2192
1071	2	1126
1072	2	758
1073	0	2589
1073	1	615
1074	0	745
1074	1	1100
1075	2	2396
1076	0	3052
1076	1	1456
1077	2	2795
1078	2	1210
1079	2	3229
1080	2	895
1081	2	2035
1082	2	2090
1083	0	523
1083	1	3228
1084	2	2514
1085	2	1405
1086	0	1275
1086	1	1654
1087	0	3394
1087	1	3116
1088	0	2437
1088	1	730
1089	0	1358
1089	1	2380
1090	0	629
1090	1	1631
1091	0	2081
1091	1	2547
1092	0	1899
1092	1	1119
1093	2	2686
1094	2	3283
1095	0	747
1095	1	483
1096	2	319
1097	0	343
1097	1	2458
1098	0	2348
1098	1	2089
1099	2	575
1100	0	710
1100	1	156
1101	2	2010
1102	2	3472
1103	2	2018
1104	2	338
1105	2	947
1106	0	2950
1106	1	3146
1107	0	3042
1107	1	328
1108	0	2941
1108	1	2869
1109	0	2171
1109	1	1456
1110	0	1170
1110	1	1631
1111	0	1534
1111	1	1456
1112	2	207
1113	2	2913
1114	0	2589
1114	1	243
1115	0	3447
1115	1	3338
1116	0	2407
1116	1	2882
1117	0	52
1117	1	2699
1118	2	2836
1119	2	2385
1120	2	2299
1121	2	2785
1122	0	1744
1122	1	1456
1123	0	2434
1123	1	2786
1124	2	1296
1125	0	523
1125	1	1157
1126	0	190
1126	1	655
1127	0	190
1127	1	2282
1128	0	1535
1128	1	2869
1129	2	2068
1130	0	371
1130	1	1456
1131	0	371
1131	1	2786
1132	2	2866
1133	2	1509
1134	2	791
1135	0	747
1135	1	3124
1136	0	343
1136	1	2237
1137	0	2588
1137	1	2282
1138	0	2588
1138	1	1646
1139	2	2332
1140	2	1799
1141	2	2531
1142	2	1708
1143	2	325
1144	2	2601
1145	2	1780
1146	2	1427
1147	0	697
1147	1	2089
1148	0	77
1148	1	1606
1149	2	1766
1150	2	2880
1151	0	1885
1151	1	1119
1152	0	2462
1152	1	2786
1153	0	1182
1153	1	3146
1154	0	2941
1154	1	2969
1155	0	1755
1155	1	3146
1156	0	964
1156	1	74
1157	0	635
1157	1	3361
1158	2	532
1159	2	275
1160	0	3192
1160	1	1153
1161	2	3023
1162	0	1525
1162	1	156
1163	2	2683
1164	0	2873
1164	1	2786
1165	2	215
1166	2	3409
1167	2	388
1168	2	17
1169	0	3359
1169	1	1490
1170	0	190
1170	1	1084
1171	2	1180
1172	2	32
1173	0	2202
1173	1	2288
1174	0	2691
1174	1	2699
1175	0	1924
1175	1	1305
1176	0	2081
1176	1	1091
1177	2	1592
1178	0	2481
1178	1	156
1179	2	2559
1180	0	525
1180	1	2046
1181	0	525
1181	1	2716
1182	2	2976
1183	2	2197
1184	0	747
1184	1	2803
1185	2	2674
1186	0	343
1186	1	105
1187	0	343
1187	1	3124
1188	0	3045
1188	1	84
1189	0	1039
1189	1	156
1190	2	379
1191	2	1540
1192	2	2971
1193	2	112
1194	0	1207
1194	1	1084
1195	2	2896
1196	0	544
1196	1	423
1197	0	1885
1197	1	2089
1198	0	1885
1198	1	3158
1199	0	2941
1199	1	1437
1200	2	217
1201	2	727
1202	0	3192
1202	1	3124
1203	0	2770
1203	1	3124
1204	0	2770
1204	1	1646
1205	2	1409
1206	0	2645
1206	1	84
1207	0	52
1207	1	1787
1208	0	1144
1208	1	2758
1209	0	1965
1209	1	1878
1210	0	2041
1210	1	1341
1211	2	43
1212	2	3475
1213	0	355
1213	1	187
1214	0	523
1214	1	2935
1215	2	621
1216	2	713
1217	2	3055
1218	2	2942
1219	0	1849
1219	1	2500
1220	0	1849
1220	1	1395
1221	0	3418
1221	1	84
1222	2	1544
1223	2	3341
1224	0	1275
1224	1	2282
1225	0	3394
1225	1	1631
1226	2	689
1227	0	2081
1227	1	10
1228	2	1124
1229	0	390
1229	1	2786
1230	0	108
1230	1	74
1231	0	525
1231	1	2236
1232	0	1269
1232	1	655
1233	0	343
1233	1	3080
1234	0	343
1234	1	2573
1235	2	654
1236	2	2746
1237	0	2588
1237	1	1490
1238	0	2588
1238	1	74
1239	2	2764
1240	2	3462
1241	2	11
1242	0	2554
1242	1	3228
1243	0	2554
1243	1	2288
1244	0	1714
1244	1	187
1245	0	697
1245	1	2931
1246	0	697
1246	1	655
1247	0	77
1247	1	1878
1248	2	2313
1249	2	2210
1250	2	3185
1251	0	2477
1251	1	2730
1252	0	2941
1252	1	502
1253	0	2941
1253	1	1160
1254	2	288
1255	0	1507
1255	1	2380
1256	0	1507
1256	1	2869
1257	0	1869
1257	1	3238
1258	2	2161
1259	0	2589
1259	1	513
1260	0	2589
1260	1	10
1261	0	2589
1261	1	1397
1262	0	1030
1262	1	84
1263	2	2482
1264	2	700
1265	2	1612
1266	0	3230
1266	1	3116
1267	0	2873
1267	1	74
1268	2	2543
1269	0	523
1269	1	1341
1270	2	1873
1271	0	827
1271	1	2786
1272	2	1135
1273	2	3482
1274	2	1309
1275	2	2783
1276	2	1608
1277	0	1275
1277	1	2241
1278	2	266
1279	0	3394
1279	1	3228
1280	0	3394
1280	1	91
1281	0	2437
1281	1	2555
1282	2	1617
1283	0	1924
1283	1	2192
1284	0	1924
1284	1	2381
1285	2	70
1286	0	3151
1286	1	2699
1287	0	390
1287	1	1153
1288	0	1369
1288	1	1490
1289	0	525
1289	1	3050
1290	2	1995
1291	2	1140
1292	0	747
1292	1	513
1293	0	747
1293	1	3077
1294	0	2050
1294	1	2192
1295	0	343
1295	1	2303
1296	0	669
1296	1	74
1297	2	1681
1298	2	1837
1299	0	2588
1299	1	2786
1300	2	3348
1301	2	1173
1302	2	1610
1303	2	2787
1304	2	620
1305	2	770
1306	0	697
1306	1	502
1307	0	77
1307	1	1153
1308	2	2995
1309	0	1041
1309	1	3228
1310	2	619
1311	2	3491
